customer_id,age,gender,income_bracket,region,household_size,tenure,payment_history,monthly_consumption,customer_satisfaction_score,complaints_last_year,churn_risk_score,flag_unsatisfied,treatment,effect,churn_prob,churned,post_intervention_satisfaction
13,18.0,F,bajo,rural,2,0.0,3,53.267082433854924,2.6119937592784943,1,0.7666381298866931,1,0,0.2,0.7666381298866931,1,1.506435286397698
14,19.300986009843605,M,alto,urbano,3,2.6538191426152067,1,81.59567888928771,9.219622802733431,2,0.14203520962881194,1,0,0.3,0.14203520962881194,0,8.857821492974994
15,33.25254964910833,M,bajo,urbano,5,0.0,2,76.17465924537194,4.174396626051887,1,0.11067263620816686,0,0,0.3,0.11067263620816686,0,4.748619611171834
16,27.846026555986914,F,medio,rural,3,0.47185692899000564,1,71.12657266149988,5.495578594230266,1,0.22831016421373773,1,0,0.3,0.22831016421373773,1,5.503266258608613
17,43.77096799114329,F,alto,rural,1,8.214228812254978,1,59.568720100852275,6.355454359174959,1,0.044794747184028594,1,0,0.3,0.044794747184028594,0,7.4700693273111245
18,29.103711093745467,F,medio,urbano,2,5.316030012493361,0,57.67388867093466,4.010758471099482,2,0.2142467844846352,0,0,0.3,0.2142467844846352,0,4.0674589031241375
19,23.052355583976503,M,bajo,urbano,1,5.13628677985932,2,44.65558819701784,3.598009920872315,3,0.09682163701689073,0,1,0.3,0.0677751459118235,0,4.669586379453982
20,57.587785227058646,F,bajo,urbano,1,2.4583911731626786,5,59.99479773979875,2.8812359910442553,5,0.4325297099730917,0,1,0.3,0.30277079698116416,0,4.15557878936645
21,37.29068439416157,M,medio,rural,2,5.3461771342592215,0,45.87089790812351,8.343840126272285,0,0.04852557261973377,1,0,0.3,0.04852557261973377,0,8.440255453981417
22,40.81033845625509,F,medio,urbano,1,4.389011989410788,2,54.059698774209814,3.5736839006943604,1,0.21806823864074476,1,0,0.3,0.21806823864074476,0,3.4888960505446764
23,22.903021765438517,F,alto,rural,2,4.545252249571636,3,69.5702615429244,6.284330475074169,1,0.29469938101121723,0,0,0.3,0.29469938101121723,0,6.599817891796148
24,33.467407305697805,F,medio,rural,2,8.122561225821388,0,50.22897613253129,6.673111618454969,0,0.05030629637101737,0,1,0.3,0.03521440745971215,0,7.405467237264595
25,41.33107107651839,F,alto,rural,2,1.3394693265968884,1,66.61146266073477,5.6098923304304895,1,0.24544568606051817,0,0,0.3,0.24544568606051817,0,6.1898113460156665
26,26.188077070932366,F,medio,urbano,1,2.2852633377478693,0,48.88438922359786,4.88204267156441,2,0.40710278745460515,0,0,0.3,0.40710278745460515,0,4.193624512648694
27,44.508376220148065,F,alto,urbano,2,8.399571692489268,0,80.87890990239882,4.657273428369807,2,0.06718063608550241,1,0,0.3,0.06718063608550241,0,4.5808418738645775
28,32.79233572097434,M,bajo,urbano,3,2.5444721087044955,2,53.77654088747483,9.542722253343534,0,0.02806833505309962,1,0,0.3,0.02806833505309962,0,8.78711527367712
29,36.49967500248068,F,alto,urbano,2,9.537019159336982,0,59.88854618087538,7.951814239747292,0,0.026436828960156526,0,0,0.3,0.026436828960156526,0,8.091510344149052
30,32.77952065324724,F,medio,urbano,1,2.3514954922860376,3,37.7405999070282,4.071944335636522,3,0.3982206368552526,0,0,0.3,0.3982206368552526,0,4.353619912122994
31,62.22733821410725,M,alto,urbano,1,8.54486243285075,1,61.30619770067586,5.610712419462363,0,0.14987607828083085,1,0,0.3,0.14987607828083085,0,5.920758665677999
32,39.83803330314479,F,bajo,urbano,2,1.7476842936702361,1,61.24755961975668,4.293494206229063,1,0.11085043454896218,1,0,0.3,0.11085043454896218,0,3.764367056193377
33,27.307468852529198,M,medio,urbano,4,2.9232557285066583,1,62.76195452446964,3.2871281286680643,6,0.32309975424484777,0,0,0.3,0.32309975424484777,1,3.094414931231032
34,49.870538945238266,F,medio,rural,1,0.0,1,42.869375474095634,4.632304149148729,3,0.35409876202149415,0,0,0.3,0.35409876202149415,0,4.409421943459637
35,25.349876200347733,F,alto,urbano,3,1.3266821975138545,2,80.89752718536178,4.624926599329204,1,0.1170372045584568,1,0,0.3,0.1170372045584568,0,4.331257323697247
36,42.50636314005706,M,medio,urbano,3,9.308181085787622,2,63.80182859031974,7.168065627241321,2,0.0640927013297622,0,0,0.3,0.0640927013297622,0,6.584461288197978
37,18.0,F,medio,urbano,3,0.0,0,67.74996518480204,6.051328773725839,0,0.0860987072253154,0,1,0.3,0.060269095057720774,0,6.3802131716686095
38,24.061767413218835,M,medio,rural,4,0.0,1,94.6200647516238,4.565119892684325,3,0.29237927566041017,1,0,0.3,0.29237927566041017,1,4.289256639978398
39,42.36233483042948,F,medio,rural,4,8.821137008849181,0,81.57582466175472,8.568428278650472,1,0.12014650278651363,1,0,0.3,0.12014650278651363,0,8.376925671323514
40,48.86159895994493,M,bajo,urbano,1,10.527428359626533,0,38.08621183108909,4.615491728607211,4,0.12866361970435392,0,0,0.3,0.12866361970435392,0,4.428593198410674
41,42.05641937427965,M,bajo,urbano,2,1.344221309820723,3,40.517759944919504,3.7538045661134114,5,0.3849306066269131,1,1,0.3,0.26945142463883914,0,4.653206706950867
42,38.612220611341115,M,bajo,rural,3,9.920682197462494,2,38.13387067392644,6.588485741121833,0,0.05244196828666174,0,1,0.3,0.03670937780066322,0,7.63454232945822
43,36.386755652928535,M,medio,urbano,5,5.574706425123889,0,73.66372362197595,4.432922354353689,2,0.13281095628611553,1,0,0.3,0.13281095628611553,0,3.8940314698186875
44,22.257736115590873,F,alto,urbano,4,4.5977788135904625,2,88.99358124937382,4.204964737827933,3,0.4282349533075724,1,0,0.3,0.4282349533075724,0,4.242222655466143
45,31.3618694992635,F,alto,urbano,1,0.8967644049582146,0,49.55060514758761,5.440178238604945,3,0.31090602630486036,1,1,0.3,0.21763421841340225,0,6.195140959859848
46,34.47233474848255,M,bajo,urbano,2,8.36164389342284,3,58.23152169222245,4.746407002731063,2,0.15199597009770466,1,0,0.3,0.15199597009770466,0,5.588237069110698
47,52.68546671462699,M,bajo,urbano,3,6.733044573186045,0,61.39295441742217,3.2033174504383575,1,0.19755900441624474,0,0,0.3,0.19755900441624474,0,3.4935883545635527
48,44.12341947482154,M,bajo,urbano,2,4.888579127307984,5,53.575992237797095,2.8663282548609255,4,0.45631640521584055,1,0,0.3,0.45631640521584055,0,2.9296174001730058
49,18.843518135647194,F,bajo,urbano,3,2.215837385048226,5,49.29223046785622,1.538037507319822,3,0.6952054266879308,1,1,0.2,0.5561643413503446,0,1.392386379952806
50,43.88900763273754,F,bajo,urbano,3,4.601726145839061,2,56.25673472216081,4.296807767153158,8,0.7313470696647124,1,1,0.2,0.58507765573177,0,4.215426440265929
51,35.3790126350042,M,medio,urbano,1,0.0,0,61.79265395291445,6.761055488397212,0,0.2150117016874192,0,0,0.3,0.2150117016874192,0,6.019736718573941
52,31.876935996328495,F,medio,urbano,4,3.7706896760422635,1,75.0770415376113,3.7660697326136194,1,0.3144238685666224,0,0,0.3,0.3144238685666224,1,4.346477975657574
53,47.34011546609042,M,medio,urbano,4,5.513293988862154,1,71.1672268759307,3.599509319633856,1,0.17132521010111876,1,1,0.3,0.11992764707078313,0,5.073680002440785
54,52.371994269951415,F,medio,urbano,2,5.170665012419563,2,61.662880266080705,4.219491052355021,1,0.15734037687415103,1,0,0.3,0.15734037687415103,0,4.15685017880474
55,51.175361429394385,F,medio,urbano,3,10.956653750725318,2,75.65250947852984,4.151295636175882,2,0.08204205470867841,0,1,0.3,0.057429438296074886,0,5.639358586671163
56,29.929389721328338,F,medio,urbano,3,10.162857986742873,0,58.381398730357475,7.072447500758489,1,0.056805702654414175,0,1,0.3,0.03976399185808992,0,8.329598147020347
57,36.28945148978543,F,alto,urbano,1,1.5005147304276978,0,70.5140915603023,3.4196935817224543,0,0.16480880738906337,0,0,0.3,0.16480880738906337,1,3.6383201433893326
58,43.97516117684277,F,medio,urbano,1,6.387355489669378,2,71.24087779858039,4.716993978164676,4,0.4663281691465675,1,1,0.3,0.3264297184025972,1,5.055366424441812
59,51.70654152546831,F,bajo,urbano,1,6.145989519926017,1,38.44918056708053,3.7425749909394357,4,0.1617342810283253,1,1,0.3,0.1132139967198277,0,4.891442795745169
60,34.24990914585652,F,bajo,urbano,4,10.715179957174245,0,56.1003160676508,3.6593377289682594,1,0.22514416830775527,0,0,0.3,0.22514416830775527,0,3.5961961651792675
61,37.772092280034194,M,bajo,urbano,2,6.029622812163224,1,32.11673937949472,3.5263813597032736,2,0.11943198922871044,1,0,0.3,0.11943198922871044,1,3.384454694648717
62,26.72398031192766,M,medio,urbano,1,5.125663199705501,0,54.47329250509219,4.690360456363103,0,0.07341639823951844,1,1,0.3,0.0513914787676629,0,5.835892909636576
63,25.64552051103195,M,bajo,urbano,2,5.674601773665186,4,59.630049916861786,1.8310866024143506,1,0.32210744932167396,1,0,0.3,0.32210744932167396,1,1.1782957272909056
64,49.750309868730376,F,medio,urbano,1,7.340523538256147,3,60.854039179245646,3.0434495180608967,5,0.3422856442031346,1,0,0.3,0.3422856442031346,0,3.3735906870783086
65,56.274880342849876,M,bajo,rural,1,7.695826046470588,1,34.93916710851622,4.776605864768552,2,0.32370645459529973,1,1,0.3,0.22659451821670978,0,5.996511736244964
66,39.13587854103599,M,medio,rural,2,9.383972652163216,1,53.30789811824036,3.820399172345199,3,0.23260554516407742,0,1,0.3,0.16282388161485417,0,5.020113438881576
67,52.04239477470429,M,bajo,rural,3,9.742144083525575,0,47.93656917981063,5.601649437137388,1,0.19014872942512778,0,0,0.3,0.19014872942512778,0,5.632233865361261
68,44.33963230057161,M,medio,urbano,3,3.3302279353044764,3,74.53127708055372,5.140157176311707,2,0.28549142646400866,0,1,0.3,0.19984399852480605,1,4.95013173559558
69,32.25856294473851,F,bajo,urbano,3,1.2790784972959388,2,34.025302980073356,4.969311135291789,2,0.19011522606444342,1,1,0.3,0.1330806582451104,0,6.141584101652083
70,44.336747266100964,F,bajo,rural,3,4.698389932628881,2,44.976163989357424,4.027946027284902,3,0.15915913143120503,0,0,0.3,0.15915913143120503,0,2.917017345452514
71,58.45643879759163,F,alto,urbano,2,12.168943431167651,1,71.10104851457854,5.964214247088776,1,0.06453262856076335,1,1,0.3,0.04517283999253434,0,6.416928831032446
72,39.57008753068058,F,medio,urbano,3,9.334359935835902,1,64.81692069517652,3.1252228325352265,6,0.31599835531321774,0,1,0.3,0.2211988487192524,0,4.787848143562879
73,58.77572386976807,F,bajo,urbano,2,15.210329671224867,1,33.29442144987797,3.0993570046591126,1,0.1898726171956072,1,0,0.3,0.1898726171956072,0,2.557821865981015
74,18.0,F,medio,rural,2,0.0,5,73.09909577968344,3.8873911305646978,3,0.7064956034842143,1,0,0.2,0.7064956034842143,1,3.613436605988488
75,49.86283005250269,M,medio,urbano,2,7.393185583119158,2,50.51253836438822,4.3681858895483545,2,0.44384433078199453,1,0,0.3,0.44384433078199453,1,4.6346971070483205
76,41.044564818858056,F,medio,urbano,2,4.00830761414292,0,50.00072983029892,5.521808779095377,1,0.18976537502503005,0,0,0.3,0.18976537502503005,0,5.682795276462485
77,36.41191179440959,M,medio,urbano,2,3.735345329715035,1,53.22417652575126,4.672933731138675,4,0.19435970590223423,0,0,0.3,0.19435970590223423,0,4.832324676426126
78,41.101129318426025,M,alto,urbano,1,8.009862426824384,3,62.40683827284782,5.932078922280651,2,0.25053689195226964,0,1,0.3,0.17537582436658875,0,6.3857551701446535
79,18.0,F,bajo,rural,3,0.4623629684345941,5,64.06789130158207,5.376822672905623,4,0.5945019587013805,1,1,0.2,0.4756015669611044,1,6.5690093687260145
80,37.36393734594986,M,medio,urbano,3,8.420360483908418,0,74.8979759613219,5.0476004289995,2,0.08575496838782658,0,0,0.3,0.08575496838782658,0,5.0013054333785245
81,44.28535085814096,M,medio,urbano,2,4.308174829895706,1,71.94606864064576,5.442180854637655,0,0.15722941658037318,1,0,0.3,0.15722941658037318,0,5.639863720230608
82,57.73472853689819,M,medio,urbano,5,10.7711947596132,1,59.637874023235206,6.484749166988119,1,0.055715518512148565,0,0,0.3,0.055715518512148565,0,6.645740535740105
83,33.78075738071623,M,alto,rural,3,2.4278816235762397,1,74.25177040641402,6.596170407245915,2,0.09716742259334643,0,0,0.3,0.09716742259334643,1,5.709883769079099
84,30.29807676528175,M,alto,rural,4,0.0,2,75.06863286779888,3.917652038192948,4,0.6450584550659412,1,1,0.2,0.516046764052753,1,4.895078298923714
85,33.97891547698556,M,medio,rural,3,0.7313776943767887,0,68.33985461838896,3.2104956467238255,2,0.36891928772567817,0,0,0.3,0.36891928772567817,0,3.8528541621466124
86,50.98482541242489,F,alto,rural,1,7.569354273524543,2,74.04584036626838,8.007610640368583,2,0.167264206656951,0,1,0.3,0.11708494465986569,0,9.691838936803535
87,43.94501331591621,F,medio,urbano,5,11.553496127087724,0,69.2861183509916,4.25829485180401,1,0.10757700339064459,0,0,0.3,0.10757700339064459,0,3.2644167331243255
88,33.64287755479553,M,medio,rural,4,2.3498128731503263,1,71.3801817468052,7.970153034747606,1,0.06538227355801286,0,0,0.3,0.06538227355801286,0,7.913263708296132
89,46.15920919736027,F,alto,urbano,2,5.724276552773611,0,65.95797630634081,9.271579093260264,0,0.010329413477787028,1,0,0.3,0.010329413477787028,0,8.832233507438593
90,41.16493059217648,M,bajo,rural,2,6.701995394819808,1,36.750062319184934,6.045188694395378,2,0.3539778140069441,1,0,0.3,0.3539778140069441,0,6.588044875088947
91,51.623739886394674,M,medio,urbano,2,5.526484018258457,0,46.530569614251405,7.230754459512581,0,0.13575613708736078,0,1,0.3,0.09502929596115255,0,8.79477659331041
92,31.57536287347177,M,medio,urbano,4,1.8637953600977868,2,83.03601889694617,4.60705862936506,3,0.22707523646195377,1,0,0.3,0.22707523646195377,0,5.220273984421855
93,36.06805424082678,F,alto,urbano,1,4.4299542817958955,2,85.02711373447343,5.428150853826948,1,0.04413992463680577,1,1,0.3,0.03089794724576404,0,6.214878027526344
94,35.29470216241411,M,alto,urbano,3,2.7492414237479332,1,65.7593869241761,4.438273392224068,3,0.4833439470316669,1,0,0.3,0.4833439470316669,0,5.0856092396328805
95,22.437820622414577,F,alto,urbano,3,0.0,2,80.32922822758317,7.165625487450942,0,0.16597820400660973,0,0,0.3,0.16597820400660973,0,7.449968704024543
96,43.55344332477491,F,alto,urbano,1,3.7601785453927725,1,63.6092234478028,9.241752112166434,1,0.10498267833868795,0,1,0.3,0.07348787483708157,0,10.0
97,43.13266326615867,F,medio,urbano,3,7.471291712905666,2,50.06762487836164,6.873065645318963,3,0.040778848832178784,1,1,0.3,0.028545194182525147,0,8.567507180869482
98,40.06136147970953,F,bajo,rural,3,6.950281578329683,1,63.2672307052158,4.690897866828884,3,0.10878202276787262,0,1,0.3,0.07614741593751083,0,6.080249823332179
99,37.18495439949824,F,bajo,rural,2,8.445691980977553,4,49.76478746319294,2.001091740249766,1,0.401941795812362,1,0,0.3,0.401941795812362,0,1.0
100,23.01555109539503,M,medio,rural,2,5.369718255031768,3,41.222225640989166,7.379643177295925,3,0.11313890075611513,0,0,0.3,0.11313890075611513,0,6.636201082441818
101,34.95225612681569,M,medio,rural,4,1.2898883523698323,1,74.94062308116617,3.656683638304131,6,0.45009150982486923,0,0,0.3,0.45009150982486923,0,3.3288011162172637
102,35.887425801678766,F,medio,urbano,3,1.9412358130030696,0,80.82319597038077,6.387490177780158,1,0.03659637448093931,0,0,0.3,0.03659637448093931,0,6.499575927059962
103,30.372672769340575,F,medio,urbano,3,0.9706912743813416,1,51.322176203406144,6.81030907910571,3,0.15770815161767204,0,0,0.3,0.15770815161767204,0,7.608050751289587
104,38.06457146000789,M,alto,urbano,2,4.1567294304466165,0,58.090296150640974,7.98310396147269,1,0.08448894229784346,0,0,0.3,0.08448894229784346,0,8.6855892726723
105,44.84861028177446,M,medio,rural,1,4.099911708384883,0,58.00206213278612,7.8780112616186075,2,0.1392047892311888,1,1,0.3,0.09744335246183217,0,8.76977230290485
106,62.63423081452636,M,alto,rural,5,9.003265063366628,1,96.03581933823283,5.430199443191118,1,0.15196768795906823,0,0,0.3,0.15196768795906823,0,5.43700654602417
107,42.09493375398207,M,alto,rural,3,2.8023957771288437,2,69.26486395457542,4.532565829204624,1,0.19965897793005544,1,1,0.3,0.13976128455103878,1,4.373526407168763
108,43.090604688673174,M,medio,rural,2,7.971337230090233,1,63.73623382204606,3.697691802646988,5,0.4901346432299474,0,0,0.3,0.4901346432299474,1,3.7154698524273497
109,39.106649010805995,F,medio,urbano,3,1.9771389170831855,1,69.41043840465748,2.3146688142525997,2,0.35567236893212545,1,0,0.3,0.35567236893212545,0,2.5032317289687365
110,18.0,F,medio,urbano,3,0.0,0,79.79324386030471,6.13652884773299,0,0.3753701093901923,0,0,0.3,0.3753701093901923,0,6.054862793033011
111,39.6818334946094,F,medio,rural,2,6.497054056495233,1,49.12251091091161,7.337019019797701,0,0.08905403540639392,0,0,0.3,0.08905403540639392,0,7.089453379957947
112,40.72276251929232,F,medio,urbano,4,7.311452415730614,3,74.36730506440601,3.489311345767792,5,0.44484356114183976,0,1,0.3,0.3113904927992878,0,4.801441784972199
113,69.55890534982343,F,bajo,urbano,1,10.236413924401205,3,59.80721257439984,4.7121588579527875,1,0.17308190370295715,0,0,0.3,0.17308190370295715,0,4.977256741812426
114,37.69166842262653,M,bajo,urbano,3,7.145298150284395,0,60.69342724626684,6.464656142507771,1,0.05131000631430176,1,0,0.3,0.05131000631430176,0,6.668562666025376
115,43.61856810800335,M,bajo,urbano,2,8.114076440795746,3,69.00652221965564,3.502976612756539,3,0.47125650228980126,1,0,0.3,0.47125650228980126,1,4.17671201577922
116,39.58345876353708,F,bajo,rural,2,10.614108123077973,1,49.70405856420822,6.233452711092196,1,0.051725653606227405,0,0,0.3,0.051725653606227405,0,6.606474610531224
117,25.975863548565616,F,bajo,urbano,4,4.39395111357094,2,59.41905372880286,8.84635002789083,3,0.20352024510860947,1,0,0.3,0.20352024510860947,1,8.346974100974826
118,53.71387377418024,M,medio,urbano,3,12.864384009180437,0,54.7968013607955,5.868378884187976,1,0.07991179448261354,0,1,0.3,0.055938256137829476,0,7.592412001253612
119,49.02319639224129,Otro,alto,urbano,3,6.990426792717167,0,82.99984574260928,6.767140687670349,0,0.04083570332828975,1,0,0.3,0.04083570332828975,0,5.923391275057688
120,49.49238336451656,M,medio,urbano,2,11.097355201229133,2,78.12991037736583,5.158546609352252,3,0.22327952885326804,0,0,0.3,0.22327952885326804,1,5.229565550027154
121,29.087350542463135,M,alto,rural,4,7.0797692530103,1,56.67326018568923,3.0532559919920357,4,0.27016457218179646,0,0,0.3,0.27016457218179646,1,2.7373334626856334
122,56.833531731233194,M,medio,urbano,2,7.938865126816229,1,48.16755569873169,2.2948385158593085,3,0.2496080022530469,1,1,0.3,0.17472560157713282,0,3.4015776433262563
123,23.177787246492628,M,medio,urbano,3,0.0,4,73.39922894297337,4.239842181163613,1,0.4154211818166299,0,1,0.3,0.2907948272716409,1,4.723975328219857
124,47.04228512560324,F,medio,urbano,4,4.870429540564613,1,86.26480714418429,5.415913299264676,1,0.19000709933584295,1,0,0.3,0.19000709933584295,0,5.474593253354834
125,66.28546750971975,F,medio,rural,1,11.502465994231923,2,71.04667154874903,3.9070372977964127,3,0.18134814058780122,0,0,0.3,0.18134814058780122,0,3.714798572550749
126,28.113564098431738,M,alto,urbano,1,0.0,1,66.78934025309185,5.943904268367382,5,0.2761278186568121,0,1,0.3,0.19328947305976843,0,6.891523874886142
127,33.204427244766734,F,alto,rural,5,2.2796928519846285,1,96.86152175327209,6.912298658016578,1,0.10205882180860908,0,0,0.3,0.10205882180860908,0,6.16911805877361
128,41.19581638105169,F,medio,urbano,5,8.830854288054208,3,77.07281594827475,2.6206641192708435,2,0.4415276147720214,0,1,0.3,0.30906933034041495,0,3.516585922048188
129,33.95829215060561,F,bajo,urbano,3,5.7921603264573935,0,36.29030817806604,4.655406978746949,3,0.309386855803949,0,0,0.3,0.309386855803949,0,4.593805907714308
130,21.392038827206406,F,medio,rural,2,0.0,5,62.39717443070685,1.0,3,0.8085950324000808,1,1,0.2,0.6468760259200647,1,1.5814915699081928
131,40.82275569767233,M,bajo,urbano,3,1.1666099460753605,2,46.26276312185172,5.749015172677801,1,0.14518822211335863,0,0,0.3,0.14518822211335863,0,5.522610691693566
132,27.25235543528674,F,bajo,urbano,2,8.927130226179452,1,50.60806914998724,6.7856740808162,0,0.24835509493968494,0,0,0.3,0.24835509493968494,0,7.395886731538331
133,45.68310916762218,M,alto,urbano,2,9.675324057319607,0,78.48821466512545,6.720477763745832,0,0.012474073451897235,0,1,0.3,0.008731851416328065,0,7.744448886126769
134,28.96690918919436,F,medio,urbano,2,1.0446001936656915,1,52.67192522293057,3.0993445822135612,1,0.21256043496256594,0,0,0.3,0.21256043496256594,1,2.812228686530066
135,58.59921286021047,M,medio,urbano,1,4.254546062556783,0,38.879074828221434,7.5046830375943365,2,0.1375533815950222,0,0,0.3,0.1375533815950222,0,7.245580988417561
136,30.600960491965154,F,alto,urbano,2,0.0,0,72.86076795316677,7.005162575961139,2,0.3461457342505749,0,0,0.3,0.3461457342505749,0,6.982591884112669
137,36.13526180553189,F,medio,urbano,2,5.754535489631502,0,73.53490440705141,4.977049928498977,1,0.1785405107878884,0,0,0.3,0.1785405107878884,0,5.226234419853617
138,49.76220660843604,M,medio,urbano,3,12.883226392557935,0,55.00673205698702,7.214018802517234,1,0.03851133460111745,0,0,0.3,0.03851133460111745,0,7.799317169351933
139,25.229628202792536,M,bajo,rural,3,7.785698171239781,2,52.183709543334125,5.407454211627239,2,0.3274311753494999,0,0,0.3,0.3274311753494999,0,5.861269063735221
140,42.72951921524955,F,medio,urbano,4,0.8188473625823365,1,78.27824992241516,4.24671763019712,1,0.20834080556449294,1,0,0.3,0.20834080556449294,0,3.8509762335652438
141,55.685713051389136,F,medio,urbano,2,7.2498287795143455,2,52.234870880286216,3.1114729072983787,3,0.23428532208643693,0,0,0.3,0.23428532208643693,0,3.1161609761225333
142,20.71020118526527,M,medio,urbano,2,0.0,3,70.14335946669254,3.512975930692778,7,0.7955400321661552,0,0,0.2,0.7955400321661552,0,3.7582478100860977
143,42.21560630238765,F,bajo,urbano,3,5.8539721813852,2,36.949364654591676,4.783299916877048,2,0.45409597250244327,1,0,0.3,0.45409597250244327,1,3.711456637203699
144,43.11859353098108,M,bajo,urbano,2,1.6305362694744314,1,53.3164519424382,6.509899073946019,1,0.05541853635706466,0,0,0.3,0.05541853635706466,0,6.043011738206551
145,49.381874461327726,M,medio,rural,2,5.238919760731055,1,75.46149987529004,4.501408269510378,3,0.5346536564435356,0,1,0.2,0.42772292515482846,0,5.456924011404773
146,25.156591469463017,M,medio,rural,3,0.0,2,58.46811838140529,4.137345899190231,1,0.47319774392241387,0,0,0.3,0.47319774392241387,1,3.259416955865817
147,24.154520642988686,M,medio,urbano,2,3.4017178863582735,2,59.865079093187816,3.604344795521788,3,0.5306512607631402,1,1,0.2,0.4245210086105122,1,5.318094773601065
148,46.263298787402775,F,medio,urbano,4,4.708083143391723,1,40.29434703911385,6.921846931423779,2,0.21429348186161587,0,1,0.3,0.1500054373031311,0,7.619584263388681
149,43.56381607879823,Otro,bajo,urbano,3,4.59923013148536,0,46.847374488196635,6.8718228526821665,1,0.1450207767600298,0,1,0.3,0.10151454373202086,0,8.336341299898438
150,43.00591420415052,M,medio,rural,1,7.133938246545023,5,53.59366928723269,2.842482309273516,4,0.6088947262942199,0,0,0.2,0.6088947262942199,0,3.1789999861784817
151,44.15737851396371,F,alto,urbano,2,10.75903821716598,0,80.1721030843203,4.290559590114514,2,0.12787637640402003,0,0,0.3,0.12787637640402003,0,4.535800275499233
152,31.83970334105811,M,bajo,urbano,3,9.715267182346043,0,67.78648039079829,5.825349269651506,1,0.038962536548729755,0,1,0.3,0.027273775584110826,0,6.301130765294953
153,42.78704436593204,F,medio,urbano,3,6.925446899328984,0,71.06981465298114,3.5662096525052642,3,0.16024982536756663,1,1,0.3,0.11217487775729663,0,4.666822832379952
154,43.516869679584175,M,medio,urbano,4,5.437651960489002,0,53.08291709832136,4.071543864954672,1,0.2200438062635711,0,0,0.3,0.2200438062635711,0,5.48313485585358
155,31.427782983683585,F,medio,urbano,3,7.234298517108757,2,62.71615681328349,6.278243340448791,2,0.1548947330897944,0,0,0.3,0.1548947330897944,0,6.4346906349170006
156,62.38929413373708,F,bajo,rural,1,12.979352467782096,1,42.14251284013232,8.299801168290813,0,0.019563498606030263,0,1,0.3,0.013694449024221183,0,9.257366330514252
157,45.68599505094145,M,alto,urbano,1,8.782631807714921,1,70.02817658373435,2.5220943573646415,2,0.2090428841690948,0,1,0.3,0.14633001891836636,0,3.3079062177474294
158,25.704358033568216,F,medio,urbano,3,0.0,2,70.44457205581985,5.6823989039993394,3,0.3025408707881125,0,0,0.3,0.3025408707881125,1,4.75044864019669
159,47.878643303605955,M,alto,urbano,2,10.20025487023122,2,67.60087580004765,1.3273457406678717,4,0.36153939741717733,1,1,0.3,0.25307757819202414,0,2.6002350939651495
160,28.303819957272143,M,bajo,urbano,3,3.735368067287559,2,58.52231633679661,4.425407493244896,6,0.34354635282668095,1,0,0.3,0.34354635282668095,0,4.839259303149959
161,49.44501524490943,M,medio,urbano,3,4.2078961183656425,0,56.54414101071636,4.973498334728433,1,0.257577270232751,1,0,0.3,0.257577270232751,0,5.5774221986670645
